CENSUS REGION,DIAG. GROUP,AGE  ,SEX,RECIPIENTS
West         ,SKIN       ,60-64,F  ,       115
West         ,SKIN       ,60-64,M  ,        78
West         ,UNKNOWN    , <12 ,F  ,      1192
West         ,UNKNOWN    , <12 ,M  ,      1724
West         ,UNKNOWN    ,13-17,F  ,       296
West         ,UNKNOWN    ,13-17,M  ,       454
West         ,UNKNOWN    ,18-21,F  ,       217
West         ,UNKNOWN    ,18-21,M  ,       339
West         ,UNKNOWN    ,22-25,F  ,       160
West         ,UNKNOWN    ,22-25,M  ,       213
West         ,UNKNOWN    ,26-29,F  ,       259
West         ,UNKNOWN    ,26-29,M  ,       280
West         ,UNKNOWN    ,30-39,F  ,      1197
West         ,UNKNOWN    ,30-39,M  ,      1104
West         ,UNKNOWN    ,40-49,F  ,      3266
West         ,UNKNOWN    ,40-49,M  ,      2699
West         ,UNKNOWN    ,50-59,F  ,      7697
West         ,UNKNOWN    ,50-59,M  ,      6342
West         ,UNKNOWN    ,60-64,F  ,      5626
West         ,UNKNOWN    ,60-64,M  ,      3985
